identifiant_ctv,objet,typologie,description,date_creation,statut,identifiant,cp_arrondissement,url_lic,date_fin,numero_stv,date_debut,niveau_perturbation,voie,impact_circulation,date_maj,maitre_ouvrage,precision_localisation,impact_circulation_detail,geo_point_2d.lat,geo_point_2d.lon,geo_shape.geometry.type,geo_shape.geometry.coordinates,geo_shape.type
474897,RACCORDEMENT_RESEAU,2.0,Raccordement client,2021-11-30,1,CP002203,75008,,2022-03-01,9,2022-01-03,1.0,Rue d'Amsterdam,RESTREINTE,2021-11-30,CLIM ESPACE,23-25 rue d'Amsterdam + 40 rue de LLondres,"Maintien de 1.00m de voie cyclable + 3m de circulation sur Amsterdam.
Maintien de 4.00m sur rue de Londres",48.8780563243,2.326854345,Polygon,"[[[2.326889919209091, 48.87827842891917], [2.326953201239909, 48.878266887400635], [2.32694423524132, 48.8779836765329], [2.326845817436357, 48.877922445848036], [2.326623444396656, 48.87796164646741], [2.326657207111249, 48.87800109869664], [2.326868419395508, 48.877988009540985], [2.326897155388965, 48.87799768879128], [2.32688732161453, 48.87806069045385], [2.326889903832501, 48.8782796186542], [2.326889919209091, 48.87827842891917]]]",Feature
233051,CONSTRUCTION_IMMEUBLE,3.0,Démolition puis construction d'un bâtiment.,2020-11-19,2,CP001801,75008,,2022-03-23,9,2020-11-02,2.0,17b rue d'Amsterdam,RESTREINTE,2020-11-19,AMETIS,,Maintien d'une file de circulation et du double-sens cyclable.,48.8773333064,2.32687197327,Polygon,"[[[2.326844689157782, 48.87741729930449], [2.326906747540015, 48.877416696753045], [2.326900254895835, 48.87724914349363], [2.326836002280098, 48.87725211334718], [2.326844689157782, 48.87741729930449]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2020-11-26,2,CP001806,75008,,2022-12-17,9,2021-01-04,2.0,Av Percier / bd Haussamnn,RESTREINTE,2020-11-26,Banque Lazard,,Neutralisation de la voie bus de l'av Percier au droit de l'emprise.,48.874994528,2.31454277092,Polygon,"[[[2.31455833179783, 48.87482033946956], [2.314410518140967, 48.874813544751476], [2.31437962918136, 48.87510485738427], [2.315073687012598, 48.87513262534182], [2.315077605877303, 48.87510885303505], [2.314533119469091, 48.87509145938819], [2.31455833179783, 48.87482033946956]]]",Feature
193379,TRAVAUX_OUVRAGE,1.0,Rénovation SGL Bercy,2020-06-17,2,CP001644,75012,,2021-11-10,14,2020-09-15,2.0,Quai de Bercy,RESTREINTE,2021-09-23,SAP-DGT,en vis-à-vis  du 238,Maintien d'une file de circulation,48.8393974629,2.37539678556,Polygon,"[[[2.375166947616423, 48.83957496923467], [2.375211536771384, 48.839584244328485], [2.375615177368694, 48.839232272713254], [2.375588839523393, 48.83920405622007], [2.375165500496663, 48.83957543743861], [2.375166226908105, 48.83957496547009], [2.375166947616423, 48.83957496923467]]]",Feature
432237,CONSTRUCTION_IMMEUBLE,3.0,,2021-09-28,2,CP002156,75014,,2023-10-31,12,2021-09-27,2.0,Rue d'Alésia,RESTREINTE,2021-09-28,Hopital St Anne,Au N°2,Barrage de la contre allée,48.8271879614,2.33747303791,MultiPolygon,"[[[[2.336840870375747, 48.827340517859064], [2.338283320980389, 48.82711556942534], [2.338210939340991, 48.82701795172333], [2.336752701461381, 48.82724071349103], [2.336702212867174, 48.82737464379105], [2.336816104183031, 48.827369906143666], [2.336840870375747, 48.827340517859064]]], [[[2.338283320980389, 48.82711556942534], [2.338286882024942, 48.82712037111259], [2.338286950158202, 48.827115003112816], [2.338283320980389, 48.82711556942534]]]]",Feature
522017,REAMENAGEMENT_VOIRIE,1.0,Fermeture de la Place des Droits de L'Enfant angle Sarrette et Tombe Issoire,2021-11-25,2,CP002198,75014,,2021-12-17,12,2021-12-06,2.0,Place des droits de L'Enfant,BARRAGE_TOTAL,2021-11-25,STV,Rue Sarrette entre Tombe Issoire et rue Couche,Barrage total de la rue sauf riverains et services en phase chantier et définitive,48.8274152822,2.33178377475,MultiPolygon,"[[[[2.332365214671503, 48.82755267243124], [2.331974645930813, 48.827441093936336], [2.331287569328373, 48.82712588709073], [2.331135955243456, 48.827218986328845], [2.332187311277845, 48.82765970143791], [2.332284977485803, 48.82765219375838], [2.332414547384725, 48.82769318039256], [2.332365214671503, 48.82755267243124]]], [[[2.332363556089438, 48.82754794953999], [2.332365214671503, 48.82755267243124], [2.332367553146613, 48.827553340232065], [2.332363556089438, 48.82754794953999]]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2019-11-29,2,CP001564,75008,,2022-01-28,9,2020-01-06,2.0,rue de Monceau/place Rio de Janeiro/lisbonne,RESTREINTE,2021-09-22,M.Henriot,"n°48/48b,n°2,n°48/48b","maintien d'une file de circulation en permanence dans les deux rues ,maintien du contresens vélos rue de Monceau.",48.8777133877,2.31115149415,Polygon,"[[[2.311324344550051, 48.87793386263572], [2.311616901124716, 48.87765908522668], [2.311622070520276, 48.87757590820122], [2.311028206046456, 48.877556387389895], [2.311019641963449, 48.877588546995455], [2.310938261651911, 48.87758807859826], [2.310914202660544, 48.8775610993668], [2.310739269930195, 48.877557407766645], [2.3106577830936432, 48.877564991238756], [2.310620885181871, 48.87763250881442], [2.310631345546689, 48.87765993321083], [2.310678319241679, 48.877654255480245], [2.310719377836809, 48.877686614451285], [2.310716828477381, 48.87771563939697], [2.31123832743573, 48.87797631294788], [2.311324344550051, 48.87793386263572]]]",Feature
,CREATION_ENTRETIEN_OUVRAGE_ART,2.0,Création d'une nouvelle station de métro pour la ligne 14.,2018-04-26,2,CP000665,75013,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/IC_MBP20200121 Plantation arbres.pdf,2024-06-28,14,2018-04-09,1.0,Av d'Italie,RESTREINTE,2021-05-27,RATP,entre la rue Caillaux et rue Tagore.,Maintien d'une seule file de circulation dans chaque sens.,48.8218044101,2.35863404458,Polygon,"[[[2.358405068815885, 48.82212853344199], [2.358768551673645, 48.82216855651797], [2.358964342189241, 48.82148546880343], [2.358512697209675, 48.82143545432379], [2.358293449049879, 48.82212079523479], [2.358405068815885, 48.82212853344199]]]",Feature
,TRAVAUX_PREPARATOIRES,2.0,Rabattement de nappe,2016-12-22,2,CP000127,75008,,2021-12-31,9,2016-07-18,2.0,Av César Caire,RESTREINTE,2017-08-02,EOLE,,"Maintien de 3,5m de circulation en direction de place St Augustin",48.8764037614,2.31924726547,Polygon,"[[[2.319098927929994, 48.87657612593808], [2.319280984082113, 48.87658549009419], [2.319393802323242, 48.876233965119226], [2.319217251804308, 48.87621749438672], [2.319098927929994, 48.87657612593808]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Renforcement des travées du métro aérien,2021-10-04,2,CP002158,75019,,2022-07-29,10,2021-11-02,2.0,222-230 Boulevard de la Villette,RESTREINTE,2021-11-17,RATP ligne 2,,"neutralisation du stationnement, piéton en lice",48.8842402915,2.3667159313,Polygon,"[[[2.366299232998371, 48.88435282951406], [2.367183933739846, 48.88429207374539], [2.367171397017559, 48.88413615136192], [2.366761568013653, 48.88416253813643], [2.366269049854223, 48.88416469145341], [2.366299232998371, 48.88435282951406]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Base vie pour création sorties supplémentaires RER.,2021-10-15,2,CP002169,75014,,2023-07-04,12,2021-11-08,2.0,Place Denfert Rochereau,RESTREINTE,2021-10-15,RATP RER,Contre allée coté Est,Déplacement du passage piétons coté Ouest centre place et neutralisation de la contre allée.,48.8339370561,2.33299192851,MultiPolygon,"[[[[2.33248140461793, 48.83413860435074], [2.332742694144547, 48.83427688631628], [2.333119304319019, 48.83409101097215], [2.333226569653753, 48.83397345230322], [2.333294052237815, 48.83378585268434], [2.333327347585872, 48.83372696036534], [2.332964234961482, 48.833493994347485], [2.332865655146731, 48.83356863469825], [2.333107775728407, 48.83372036525181], [2.33314714410965, 48.83382262922859], [2.333064216172524, 48.83394569369624], [2.332810316333014, 48.83407854659821], [2.33248140461793, 48.83413860435074]]], [[[2.332480510191037, 48.83413876754145], [2.332467827053632, 48.834141083688415], [2.332500228199379, 48.83415200660427], [2.332480510191037, 48.83413876754145]]], [[[2.332480510191037, 48.83413876754145], [2.33248140461793, 48.83413860435074], [2.332476029809183, 48.83413575932264], [2.332480510191037, 48.83413876754145]]]]",Feature
,REFECTION_CHAUSSEE,1.0,Reprise du pavage,2021-09-10,2,CP002145,75008,,2021-11-19,9,2021-10-04,1.0,38-42 av des Champs Elysées,RESTREINTE,2021-09-10,STV,,Maintien d'une file de circulation vers la Place Charles de Gaulle Etoile Dépose des emprises le 15/10 et repose le 18/10.,48.8698483078,2.30760900167,Polygon,"[[[2.307830144220567, 48.86984452335774], [2.307746840366844, 48.86973458324304], [2.307388127491812, 48.869856243517354], [2.307462492419019, 48.86996018298845], [2.307830144220567, 48.86984452335774]]]",Feature
,CONSTRUCTION_IMMEUBLE,3.0,,2021-01-18,2,CP001832,75008,,2022-08-26,9,2021-04-19,2.0,Cours Albert 1er,RESTREINTE,2021-07-27,Bouygues batiment,n°38,"Lors du montage de la grue à tour et de l'installation de la base vie fermeture du Cours Albert 1er  depuis la rue Bayard du 22/05 au 16/06 de 22h à 5h30 .Maintien d'une file de circulation de 5,50, report de la piste cyclable au droit de l'emprise.",48.8648031527,2.3045189052,Polygon,"[[[2.304692490004753, 48.86475023193304], [2.304350955018307, 48.864734826251045], [2.304357370740927, 48.864863701604015], [2.304686880950243, 48.86486561641514], [2.304692490004753, 48.86475023193304]]]",Feature
200791,REHABILITATION_IMMEUBLE,3.0,,2020-08-11,2,CP001725,75001,,2021-12-31,11,2020-09-01,2.0,rue la Feuillade,RESTREINTE,2020-08-11,ELOGIE - SIEMP,N°3,"Neutralisation du couloir de bus, reste une file de circulation",48.8659188251,2.34036508087,Polygon,"[[[2.34019371014991, 48.865944855997306], [2.34026750676195, 48.86595597130486], [2.340484515012957, 48.86590838686097], [2.340506620827214, 48.86587162564544], [2.34019371014991, 48.865944855997306]]]",Feature
,REAMENAGEMENT_VOIRIE,2.0,Création d'une zone d'attente pour les camions.,2019-07-26,2,CP001464,75017,,2022-06-30,9,2019-10-07,2.0,Voie Bj/17,RESTREINTE,2019-09-25,SNCF-EOLE,place de Verdun,modification des files de circulation au droit de la zone.,48.8793130376,2.28076451475,Polygon,"[[[2.281016095809532, 48.8795919530211], [2.280709219808135, 48.87912307890699], [2.280560737854259, 48.878971878195365], [2.280535322133484, 48.87904419517201], [2.280853550479006, 48.879574872236304], [2.281016095809532, 48.8795919530211]]]",Feature
430834,ENTRETIEN_RESEAU,2.0,,2021-10-11,2,CP002165,75008,,2021-11-19,9,2021-10-25,2.0,22 - 28 avenue Matignon,RESTREINTE,2021-10-11,Enedis,,Mise en place d'un passage en lice dans le couloir bus entre 7h30 et 17h00;,48.8713883158,2.31399193703,Polygon,"[[[2.313809849823496, 48.87111013805696], [2.313755403153554, 48.87113600039594], [2.31377820511471, 48.871184911488676], [2.3141758753359642, 48.871665472860336], [2.314242915873086, 48.87164206215297], [2.313809849823496, 48.87111013805696]]]",Feature
432825,INSPECTION_ENTRETIEN_RESEAU,2.0,Inspection et réparation si nécessaire.,2021-07-09,2,CP002087,75019,,2021-11-26,10,2021-08-02,1.0,Bd de la Villette,RESTREINTE,2021-07-12,CPCU,à l'angle de la rue du Fbg St Martin.,Maintien de deux files de circulation.,48.8839227719,2.36837641437,Polygon,"[[[2.3682671620558002, 48.883982135687354], [2.368342827999168, 48.883975729697376], [2.368432668391982, 48.88393541914358], [2.3684420654267733, 48.88386861720686], [2.368413231898818, 48.883837865489774], [2.368395627819031, 48.883871775296576], [2.368395614119803, 48.88387290477961], [2.3682671620558002, 48.883982135687354]]]",Feature
446542,REHABILITATION_IMMEUBLE,3.0,,2021-10-19,2,CP002170,75009,,2023-09-29,11,2021-10-25,2.0,Rue Cadet,RESTREINTE,2021-10-19,SAS 59-61 La Fayette,entre les rues La Fayette et Lamartine.,"Maintien d'une file de 3,5m.",48.8762633225,2.34403176979,Polygon,"[[[2.3441326883012312, 48.87649038660424], [2.344176004905844, 48.87648824427787], [2.344220026894148, 48.87643018779931], [2.344236498690985, 48.87641124179128], [2.34390698201092, 48.87607987548709], [2.343860103280734, 48.8760784287256], [2.343798676324305, 48.876086420771806], [2.344162190688341, 48.87643938862382], [2.344167347181952, 48.87645964293588], [2.3441326883012312, 48.87649038660424]]]",Feature
392873,REHABILITATION_IMMEUBLE,3.0,,2021-05-26,2,CP002000,75014,,2021-12-31,11,2021-05-26,2.0,38 rue Cabanis,RESTREINTE,2021-12-09,FIAP,,"Maintien d'une file de 3,5m de circulation avec le contre-sens cyclable.",48.8303708305,2.33768049808,Polygon,"[[[2.337579851828731, 48.83038272339217], [2.337645703464819, 48.83038149891253], [2.337644705456237, 48.830403866204854], [2.337705762817723, 48.83040150531347], [2.337704826108864, 48.830380555512356], [2.337791102456817, 48.830379610439884], [2.337756412560185, 48.830348639993325], [2.337599723449549, 48.83035062778058], [2.337579851828731, 48.83038272339217]]]",Feature
436718,EVENEMENTIEL,1.0,Paris Respire,2021-08-02,2,CP002117,75016,,2021-11-09,13,2021-07-11,1.0,Route de Sèvres à Neuilly,BARRAGE_TOTAL,2021-10-11,STBP,entre le bd Anatole France et l'av de l'Hippodrome.,,48.8559844454,2.23726043302,Polygon,"[[[2.237982271872719, 48.86243723726468], [2.238280464997342, 48.86208467247714], [2.237611078484882, 48.861102949099426], [2.237122815841883, 48.859982739283296], [2.237083733872037, 48.859316526341736], [2.237110706495707, 48.8585862867812], [2.237454799729929, 48.85732099864742], [2.237648145058244, 48.8563447663987], [2.237666845271407, 48.85506666060781], [2.23742230353486, 48.853980221445106], [2.237109682810593, 48.8530974333933], [2.236906594985004, 48.85251610216579], [2.236981446965905, 48.851850612145775], [2.237231391408822, 48.851454772894336], [2.237595727364077, 48.85102743764063], [2.237990092977018, 48.850772156155095], [2.237978844645601, 48.85042835879656], [2.237685742783206, 48.85043723283106], [2.237763346220868, 48.8506955220034], [2.237369450284084, 48.85091858142111], [2.2370547244981482, 48.85129252487936], [2.236371176900002, 48.85128816423007], [2.236205278997611, 48.851501934448066], [2.236705084983956, 48.851827366258405], [2.236700837065423, 48.8521173579282], [2.236740538049268, 48.85274061301529], [2.237007154172039, 48.85342976345195], [2.237272834031128, 48.854183355338854], [2.237390937519717, 48.85501119515991], [2.237423889678363, 48.85609628510403], [2.237296905523562, 48.856987009731846], [2.236864030608583, 48.85875657555895], [2.23680324161344, 48.85957253051197], [2.237113694209039, 48.86060567851647], [2.237509008868468, 48.861403056165464], [2.237923441519687, 48.862007210447956], [2.237982271872719, 48.86243723726468]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,Travaux de remplacement suite Inspection de réseau,2021-08-18,2,CP002131,75009,,2021-12-24,11,2021-09-06,2.0,Rue Lafayette,RESTREINTE,2021-08-18,CPCU,Depuis le 70 rue Lafayette jusqu'au carrefour La Fayette / Montholon / Pierre Sémard,Neutralisation du couloir Bus,48.8763267695,2.34581663441,Polygon,"[[[2.34727499976692, 48.876736015178665], [2.347308224170423, 48.87668251500858], [2.344282370031521, 48.87590370186798], [2.344293867834262, 48.8759601307445], [2.347275033397207, 48.8767333317456], [2.347270930120436, 48.876735992988664], [2.34727499976692, 48.876736015178665]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,Remplacement suite inspection réseau,2021-08-18,2,CP002132,75009,,2021-12-24,11,2021-09-06,2.0,Rue La fayette,RESTREINTE,2021-08-18,CPCU,angle rue Pierre Sémard,"Maintien de m de circulation
Neutralisation du tourne à gauche à la sortie de rue Pierre Sémard",48.8767527917,2.34715258906,Polygon,"[[[2.3473471985314722, 48.8768196153184], [2.347367879019017, 48.87679288740624], [2.34698257135675, 48.87669147528361], [2.346917266050808, 48.8767072234237], [2.3473471985314722, 48.8768196153184]]]",Feature
93861,REHABILITATION_IMMEUBLE,3.0,Création de logements,2019-04-29,4,CP001293,75010,,2021-09-30,11,2019-06-03,2.0,Quai de Valmy,RESTREINTE,2021-11-04,RIVP,angle Léon Jouhaux,"Neutralisation du stationnement, organisation piste vélos, maintien du cheminement piétons",48.8698076639,2.36600770334,Polygon,"[[[2.36592648861096, 48.869957201961356], [2.366013051232988, 48.86995766049137], [2.366148775002606, 48.869771587472684], [2.365872213099405, 48.86967494281708], [2.365821298017597, 48.86970917621293], [2.366060220971808, 48.869786585327276], [2.36592648861096, 48.869957201961356]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,Démolition et reconstruction,2020-02-20,4,CP001599,75018,,2021-08-31,9,2019-11-19,2.0,Boulevard d'Ornano,RESTREINTE,2021-10-01,Altana investissement,n°43,neutralisation du couloir de bus.,48.8952945556,2.3464215916,Polygon,"[[[2.3463298592534922, 48.89532100780338], [2.34636164826078, 48.89537590854262], [2.346410094920758, 48.89539758846988], [2.346525525976104, 48.89525783003722], [2.346471905200925, 48.89521708690577], [2.346416263973504, 48.895197138495234], [2.3463298592534922, 48.89532100780338]]]",Feature
,TRAVAUX_OUVRAGE,2.0,"Création d'une sortie mécanisée, phase1.",2021-05-19,2,CP001996,75013,,2022-03-31,14,2021-07-15,2.0,place d'Italie /Carrefour Blanqui,RESTREINTE,2021-05-19,RATP,sur le terre- plein.,Maintien de trois files de circulation sur la place d'Italie au droit de l'emprise,48.8311186899,2.35467507275,Polygon,"[[[2.354436686898329, 48.83116720498007], [2.354708073415293, 48.83124919474142], [2.354829903074376, 48.83126058869136], [2.354945926774183, 48.8310840581258], [2.354549011188845, 48.83096112933994], [2.354416924227356, 48.83112146689531], [2.354436686898329, 48.83116720498007]]]",Feature
458573,ENTRETIEN_RESEAU,2.0,Réalisation de puit de service pour des travaux de renouvellement de conduite d'Eau Potable en Egout,2021-08-06,2,CP002124,75010,,2022-01-14,11,2021-08-30,2.0,rue du Faubourg du Temple,RESTREINTE,2021-08-06,Eau de Paris,Entre le 79 et le 85 ( Accès  maintenu au PPC au N°83),"Maintien de 3,00m de circulation",48.870299812,2.37193234366,Polygon,"[[[2.372162945147354, 48.87038412727335], [2.372169088405614, 48.87035322586135], [2.37170686500356, 48.87021707248776], [2.371693530400084, 48.87024603223313], [2.372162950881274, 48.87038365155351], [2.372162945147354, 48.87038412727335]]]",Feature
381285,CONSTRUCTION_IMMEUBLE,3.0,Démolition + Construction de bâtiment,2021-05-18,2,CP001995,75010,,2022-10-30,11,2021-07-05,2.0,Rue Tesson,RESTREINTE,2021-05-18,,Au N°9,"Maintien de 4m de circulation, dont le contre sens cyclable",48.8711207597,2.37147932868,Polygon,"[[[2.371378946921733, 48.87111032065327], [2.37137654765135, 48.87111030805281], [2.37155023535612, 48.87116515157505], [2.371579502058336, 48.87113120684756], [2.371411819565203, 48.871076383210834], [2.371378946921733, 48.87111032065327]]]",Feature
329624,REHABILITATION_IMMEUBLE,3.0,Curage du 11/02/21 au 30/06/21,2021-01-22,2,CP001838,75008,,2023-03-31,9,2021-02-11,,rue Vernet,,2021-01-22,DIOR,entre Bassano et Galilée,,48.8716030373,2.29940123394,Polygon,"[[[2.298873019483953, 48.87180408982155], [2.299961652546027, 48.8714559131055], [2.299940794887797, 48.87139749292987], [2.298815901081781, 48.87175973414693], [2.298873019483953, 48.87180408982155]]]",Feature
490694,REAMENAGEMENT_VOIRIE,1.0,Sécurisation du carrefour.,2021-10-28,2,CP002180,75005,,2021-12-17,12,2021-10-11,2.0,Rue Linné / rue Guy de la Brosse,IMPASSE,2021-10-28,STV,,Maintien d'une file par sens sur la rue Linné et à partir du 22/11 mise en impasse de la rue Guy de la Brosse depuis la rue de Jussieu vers la rue Linné.,48.8448204322,2.35486152059,Polygon,"[[[2.354818042487946, 48.845010248929995], [2.354827404845334, 48.84491098665665], [2.354884568182524, 48.84489250548213], [2.354977465425417, 48.84494400551527], [2.355067793057703, 48.84487470393086], [2.354874062486527, 48.84475555717857], [2.354900222117132, 48.844613438290295], [2.354798594517765, 48.844610206546356], [2.35473691205403, 48.84499370652385], [2.354818042487946, 48.845010248929995]]]",Feature
,RACCORDEMENT_RESEAU,2.0,Base vie pour le chantier 10 av. Percier,2021-11-04,1,CP002189,75008,,2022-02-25,9,2022-01-03,2.0,rue de La Baume,RESTREINTE,2021-11-04,Climespace,du  23 au 27,Maintien de 4.90m de circulation,48.8748058945,2.31363685025,Polygon,"[[[2.313783486756482, 48.874838300003546], [2.313791077569884, 48.87480978947125], [2.313556944718529, 48.874783462511644], [2.313549574656299, 48.87479531761846], [2.313421772588797, 48.87477554923557], [2.313418009814458, 48.87478742502439], [2.313779895110309, 48.87483708958734], [2.313783486756482, 48.874838300003546]]]",Feature
119570,CONSTRUCTION_IMMEUBLE,3.0,,2019-10-28,2,CP001546,75014,,2023-01-10,12,2019-10-28,2.0,Avenue du Général Leclerc,RESTREINTE,2021-12-09,Promobat,n°42,"Neutralisation du couloir de bus, maintien d'une file de circulation au droit de l'emprise.",48.8310660564,2.32949515853,Polygon,"[[[2.329464096971592, 48.831138916191286], [2.32950614817427, 48.831120115795386], [2.32950482330336, 48.83111106516368], [2.329598310936034, 48.831072564498655], [2.329537970904364, 48.83099988601332], [2.329392408573478, 48.83105189734956], [2.329464096971592, 48.831138916191286]]]",Feature
,REFECTION_CHAUSSEE,1.0,Désamiantage puis reprises de chaussée,2021-08-06,2,CP002126,75015,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVSO Brancion (octobre).pdf,2021-11-10,13,2021-08-11,2.0,Rue Brancion,RESTREINTE,2021-08-06,STV,entre rue de Vouillé et rue des Morillons,"Circulation modifiée selon les phases. Maintien de 3,5m minimum de circulation.",48.8334343607,2.30407558041,Polygon,"[[[2.305046582366245, 48.83468171480174], [2.305185377311148, 48.83464492644245], [2.303094969623472, 48.832178328295804], [2.302956251572722, 48.832209744557204], [2.305046582366245, 48.83468171480174]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2018-07-10,2,CP000786,75004,,2021-11-26,11,2018-07-16,2.0,"bd Morland , rue agrippa d'Aubigné,rue Schomberg",SENS_UNIQUE,2021-01-13,Spna,"N°17,du n°2au n°8,du n°1 au n°7",de la rue agrippa d'Aubigné depuis le bd Morland vers et jusqu'au quai Henri IV. Maintien d'une file de circulation rue Schomberg.,48.8496691142,2.36268149206,Polygon,"[[[2.36287189894677, 48.85040772786612], [2.363763007444649, 48.84970922780626], [2.363816696494305, 48.84964240966964], [2.362535970598622, 48.84894308596265], [2.361658309341698, 48.84953965316866], [2.361578934133885, 48.84971101383103], [2.36287189894677, 48.85040772786612]]]",Feature
,ENTRETIEN_RESEAU,2.0,remplacement de canalisation,2021-07-15,2,CP002099,75004,,2022-04-29,11,2021-08-23,2.0,rue de rivoli,RESTREINTE,2021-07-15,EDP,du n°14 au n°18,neutralisation de la coronapiste avec ouverture à la circulation générale.,48.8556008115,2.35966442087,Polygon,"[[[2.360024338336263, 48.85552542631059], [2.359935286037142, 48.855490056964655], [2.359294637003482, 48.855655727114495], [2.359330451555532, 48.85572033850478], [2.360056646094993, 48.85554438834565], [2.360020270340942, 48.85552540455361], [2.360024338336263, 48.85552542631059]]]",Feature
,DEMOLITION_IMMEUBLE,3.0,Démolition des murs d'enceintes,2021-11-05,2,CP002194,75010,,2022-01-04,11,2021-11-22,2.0,Rue de Maubeuge,SENS_UNIQUE,2021-11-05,AP HP,Des N° 109 aux N° 113,,48.883201043,2.35502132017,Polygon,"[[[2.355379911910719, 48.883925816614365], [2.3554371843170863, 48.88390196809197], [2.354685270867993, 48.882507578047026], [2.354619794286861, 48.88253675010856], [2.355379911910719, 48.883925816614365]]]",Feature
417442,TRAVAUX_OUVRAGE,1.0,Base-vie provisoire pour la DPE.,2021-07-30,2,CP002116,75016,,2022-03-20,13,2021-06-14,1.0,4-6 av d'Eylau,SENS_UNIQUE,2021-07-30,DCPA,,depuis la place de Mexico vers la place du Trocadéro.,48.8638638203,2.28584190524,Polygon,"[[[2.286103217707599, 48.8636484064129], [2.285508757110308, 48.864040314696716], [2.285569997542675, 48.86408373765012], [2.28617478552933, 48.86368961801346], [2.286103217707599, 48.8636484064129]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2020-11-05,2,CP001788,75007,,2021-10-31,12,2020-10-05,2.0,Bd Saint Germain,RESTREINTE,2020-11-05,Ministère de l'Ecologie,N°246,Neutralisation du  contre sens bus.,48.8573888216,2.32434718033,Polygon,"[[[2.324460854255364, 48.85721828379472], [2.324424794563338, 48.85721808021993], [2.324134006469281, 48.8575341068249], [2.324157213452049, 48.85755208465909], [2.324239794067032, 48.857579915648316], [2.324577890288337, 48.85723084199087], [2.324460854255364, 48.85721828379472]]]",Feature
,CONSTRUCTION_IMMEUBLE,2.0,,2021-01-18,2,CP001834,75013,,2022-08-31,14,2021-02-08,2.0,27 rue du Moulinet,RESTREINTE,2021-01-18,RTE,,Maintien de 3m de circulation avec la piste cyclable en double-sens.,48.8268760316,2.35484020387,Polygon,"[[[2.355071667012946, 48.8269241542309], [2.354653739120754, 48.82679625702399], [2.354623710671851, 48.82683464488532], [2.355021574823156, 48.82695291590173], [2.355071667012946, 48.8269241542309]]]",Feature
292272,REHABILITATION_IMMEUBLE,3.0,Création d'un hôtel 5 étoiles,2021-01-13,2,CP001831,75002,,2022-06-30,11,2021-01-04,2.0,rue du quatre Septembre,RESTREINTE,2021-01-13,Opéra Immo,n°17,neutralisation du couloir bus.,48.8695112594,2.33658292077,Polygon,"[[[2.336450299838458, 48.869509161795854], [2.33646359300425, 48.869541596518545], [2.336500091445267, 48.86956464213821], [2.336659206491892, 48.86953268728373], [2.336686417251287, 48.869491909921386], [2.336728067899782, 48.86945026196589], [2.33669571572311, 48.86944151644866], [2.33667088046339, 48.8694656493637], [2.336450299838458, 48.869509161795854]]]",Feature
3855999,ENTRETIEN_RESEAU,2.0,remplacement de conduite,2021-07-19,2,CP002106,75006,,2022-01-30,12,2021-08-30,2.0,rue de Sèvres,RESTREINTE,2021-07-19,EDP,Du n°17 au n°13,"neutralisation du couloir de bus au droit de l'emprise, modification des files de circulation.",48.8517104421,2.32799552892,Polygon,"[[[2.3277387462232, 48.85169617683022], [2.328170531639485, 48.85176641991179], [2.328238898385252, 48.85177751151717], [2.328275567777805, 48.85173012609385], [2.327734059015074, 48.8516402311442], [2.3277387462232, 48.85169617683022]]]",Feature
,RACCORDEMENT_RESEAU,2.0,Raccordement Immeuble au 10 Percier,2021-11-04,1,CP002188,75008,,2022-02-25,9,2022-01-03,2.0,Avenue Percier,RESTREINTE,2021-11-04,Climespace,du N°8 au N°10,Neutralisation du couloir Bus,48.874502047,2.31446756794,Polygon,"[[[2.31453311958447, 48.8747545531718], [2.314529872376274, 48.8747271703576], [2.314470277492823, 48.87473277821769], [2.314472721777347, 48.87468401200958], [2.314525025057384, 48.87468431152888], [2.314526230647708, 48.87459270714982], [2.314479322757299, 48.87459362835579], [2.314515212989788, 48.87419645586228], [2.3144519331489493, 48.87420799084851], [2.314410540299762, 48.8747490927759], [2.31453311958447, 48.8747545531718]]]",Feature
346412,REHABILITATION_IMMEUBLE,3.0,,2021-03-15,2,CP001902,75006,,2022-03-31,12,2021-03-22,2.0,Rue du Vieux Colombier,RESTREINTE,2021-03-15,AGB,Du N°1 au N°3,"Maintien de 3,50 m dans chaque sens.",48.8512988825,2.33247296149,Polygon,"[[[2.332433997017539, 48.851255193488136], [2.332435156179452, 48.8512575787558], [2.332440831057346, 48.851284583044304], [2.3323229291009753, 48.85129264624187], [2.332346478634616, 48.85133164787688], [2.332615936528021, 48.85131331764944], [2.332612848884348, 48.85127284823409], [2.33248413739627, 48.85128164812619], [2.332478492978291, 48.85125226431012], [2.332433997017539, 48.851255193488136]]]",Feature
