identifiant_ctv,objet,typologie,description,date_creation,statut,identifiant,cp_arrondissement,url_lic,date_fin,numero_stv,date_debut,niveau_perturbation,voie,impact_circulation,date_maj,maitre_ouvrage,precision_localisation,impact_circulation_detail,geo_point_2d.lat,geo_point_2d.lon,geo_shape.geometry.type,geo_shape.geometry.coordinates,geo_shape.type
,TRAVAUX_OUVRAGE,2.0,réfection de l'étanchéité,2021-05-28,2,CP002004,75006,,2021-12-22,12,2021-06-14,1.0,rue de Rennes /rue du Vieux Colombier,RESTREINTE,2021-08-06,RATP,au niveau du crf,Modification des files de circulation selon le phasage. Mise en impasse de la rue du Vieux Colombier entre la rue de Rennes et la rue Madame à compter du 13/08/21.,48.8515960355,2.33116169837,Polygon,"[[[2.3313529996133, 48.851476017512596], [2.331222373826359, 48.85151286529927], [2.331165573786384, 48.851501811276016], [2.331101156593025, 48.85145045221354], [2.331045045757289, 48.851385719343256], [2.330889741020854, 48.85144390184452], [2.330970012432275, 48.85152755925603], [2.330969598918648, 48.851559766525284], [2.330973321998998, 48.85158662866034], [2.331037256849903, 48.85167556292923], [2.33110629319741, 48.851684000836535], [2.3311465153529918, 48.85171911984614], [2.331242711188978, 48.85182970737753], [2.331389881301247, 48.851771478977675], [2.331293754146048, 48.85165552368096], [2.331282034674503, 48.85161788034121], [2.331319051624054, 48.85158587764339], [2.331404837997143, 48.85155683114632], [2.3313529996133, 48.851476017512596]]]",Feature
,RACCORDEMENT_RESEAU,2.0,Création nouveau branchement,2021-06-08,2,CP002018,75002,,2021-10-15,11,2021-06-21,2.0,Rue de Richelieu,RESTREINTE,2021-06-08,Climespace,Des N° 85 au N° 104,"Travaux en trois phases, neutralisation d'une file, maintien du cheminement piétons.",48.8704896527,2.33932277028,Polygon,"[[[2.339041367619992, 48.86997528146712], [2.339366094947714, 48.870677621445175], [2.339594392511961, 48.8709633949265], [2.339607005689832, 48.870931255529065], [2.339495912206576, 48.87070786323564], [2.3394189519343422, 48.870680597698964], [2.339106156074749, 48.869999796429234], [2.339041367619992, 48.86997528146712]]]",Feature
385599,ENTRETIEN_RESEAU,2.0,Base vie,2021-07-19,2,CP002107,75006,,2022-01-30,12,2021-08-23,2.0,rue Babylone,RESTREINTE,2021-07-19,EDP,en vis à vis du n°6 au n°8,maintien d'une file de circulation,48.8517012734,2.32570025674,Polygon,"[[[2.325479328125466, 48.851727482549116], [2.32590291348367, 48.85173462914261], [2.32593218884779, 48.851701480068826], [2.325934314888607, 48.85167650699145], [2.325474689543419, 48.85166796748592], [2.325479328125466, 48.851727482549116]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-07-26,2,CP002111,75010,,2021-12-17,11,2021-10-11,2.0,Rue du Faubourg St Martin,RESTREINTE,2021-10-13,CPCU,à l'angle avec le bd de la Villette.,"Maintien d'une file de 3,5m par sens.",48.8836333664,2.36830090579,Polygon,"[[[2.368397577167402, 48.883803134515496], [2.368477307581053, 48.883773811634065], [2.368551944688865, 48.88371828780706], [2.368392554478357, 48.88362226762607], [2.3681889054286502, 48.88345701004674], [2.368050989033977, 48.883524096880166], [2.368397577167402, 48.883803134515496]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Couverture des voies SNCF,2018-06-29,2,CP000753,75013,,2023-11-30,14,2018-07-23,2.0,Av de France,RESTREINTE,2018-06-29,SNCF,côté voies SNCF entre rue Julie Daubié et rue Nicole Rein-Lepaute.,Les deux sens de circulations sont reportés côté pair de l'avenue.,48.8263076643,2.37996947287,Polygon,"[[[2.379871709032514, 48.827142370906685], [2.38117464776603, 48.82571180087149], [2.380418211573322, 48.82548285012793], [2.3786689133943, 48.82665533943943], [2.379871709032514, 48.827142370906685]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,Réhabilitation de la BNF,2017-09-18,2,CP000412,75002,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2017_09_Vivienne_2eme_BNF.pdf,2022-08-31,11,2017-09-22,1.0,rue des Petits Champs,RESTREINTE,2021-01-14,OPPIC,n°8,"fermeture de la rue Feuillade et la rue des Petits champs depuis la place des victoires jusqu'à la rue saint Anne, sauf riverains, bus et desserte locale",48.8664464808,2.33834758357,Polygon,"[[[2.338609058863526, 48.86640952093514], [2.338569916058014, 48.86636766317272], [2.33807247681959, 48.86648626883535], [2.33814054757423, 48.866522337568824], [2.33860724038438, 48.86641070071882], [2.338609058863526, 48.86640952093514]]]",Feature
434172,RACCORDEMENT_RESEAU,2.0,Raccordement client,2021-08-09,2,CP002129,75007,,2021-10-29,12,2021-09-13,2.0,Rue de Solférino / Rue de l'Université,RESTREINTE,2021-08-09,ENEDIS,"10 rue de Solférino 
82 au 90 rue de l'Université","Maintien de 3,50m de circulation rue de l'Université
Maintien du contre sens cyclable",48.859415736,2.32339480811,Polygon,"[[[2.324001375058156, 48.859187725438666], [2.32399925445343, 48.85914117110536], [2.32290344292038, 48.85957339994492], [2.323039393770298, 48.85975489106991], [2.323064241374065, 48.859721023554414], [2.322973719380127, 48.85959347266861], [2.323110107363397, 48.85953162325733], [2.32318383584431, 48.85949266395989], [2.323993239889489, 48.85918767948313], [2.324001375058156, 48.859187725438666]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,"dépose des ilots du 19/07 au 23/07,repose des ilots du 20/09 au 24/09/21.",2021-06-29,2,CP002046,75008,,2021-11-26,9,2021-07-19,1.0,rue du Fbg Saint Honoré,RESTREINTE,2021-11-04,CPCU,n°260 angle rue de la Neva,maintien une file de circulation .,48.8772255201,2.30030558398,Polygon,"[[[2.3001803232385782, 48.877252643858895], [2.300199138065893, 48.87724847029344], [2.300228009347455, 48.877247687563106], [2.3002553473123752, 48.8772535581697], [2.300278268437689, 48.87726606525962], [2.300291081940648, 48.87727898991644], [2.300421659119775, 48.877226451917174], [2.300383843892035, 48.877194821492765], [2.300370953665726, 48.87718760810149], [2.300322042540539, 48.877176376378344], [2.300187155869864, 48.87722746092755], [2.3001803232385782, 48.877252643858895]]]",Feature
,CONSTRUCTION_IMMEUBLE,3.0,,2020-07-23,2,CP001691,75016,,2022-03-30,13,2020-07-27,2.0,1 rue de la Source,SENS_UNIQUE,2020-07-23,SAS Jouvence,à l'angle de la rue Ribéra,de la rue Ribera depuis la rue de la Source jusqu'à l'av Mozart (inversion de sens de la rue Ribera).,48.8514768492,2.26912238186,Polygon,"[[[2.268979594163688, 48.851409257019796], [2.268990557941203, 48.851450253144186], [2.269228725188638, 48.85153975211493], [2.269263163986314, 48.851500937267396], [2.268979594163688, 48.851409257019796]]]",Feature
,INSPECTION_SONDAGE_RESEAU,2.0,,2021-04-21,2,CP001971,75008,,2021-12-17,9,2021-05-17,2.0,rue Daru,RESTREINTE,2021-11-04,CPCU,du N°10 au N°12,Maintien de 4m de circulation,48.8777062487,2.30141976806,Polygon,"[[[2.301536829858998, 48.877749078185296], [2.301339608587201, 48.877642277488036], [2.301309921136475, 48.8776678028349], [2.301491381937603, 48.877766259285174], [2.301536829858998, 48.877749078185296]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,Pérennisation de la Piste Cyclable,2021-11-04,2,CP002186,75020,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Gambetta Est A3.pdf,2021-12-17,10,2021-11-15,1.0,avenue Gambetta,RESTREINTE,2021-11-04,Mission Vélo,Entre Place Gambetta et rue de la chine,"Maintien de la  la circulation BUS, des riverains et services depuis rue de la Chine vers la Place Gambetta",48.8658135116,2.39930582028,Polygon,"[[[2.3998665628642453, 48.8664120744218], [2.398738301375285, 48.86511536754476], [2.398692902633116, 48.865171504700214], [2.399929809887976, 48.86656087238512], [2.399995176988893, 48.866539718491744], [2.3998665628642453, 48.8664120744218]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,Réaménagement de l'oreille de trottoir pour pérennisation Piste Cyclable,2021-08-05,2,CP002121,75011,,2021-10-31,10,2021-08-16,2.0,rue des Boulets,RESTREINTE,2021-08-05,SAGP,Rue des Boulets angle rue du Faubourg Saint Antoine,"Maintien de 4,00 m",48.8491213374,2.39175749926,MultiPolygon,"[[[[2.391690298133727, 48.8491965261069], [2.39177873938721, 48.849184155452335], [2.391852124124286, 48.8490750690574], [2.39180549051795, 48.84905460644598], [2.391693447051478, 48.84907783193509], [2.391690298133727, 48.8491965261069]]], [[[2.391690227721817, 48.8491991725465], [2.391690298133727, 48.8491965261069], [2.391688452711294, 48.84919678383223], [2.391690227721817, 48.8491991725465]]]]",Feature
497246,REFECTION_CHAUSSEE,1.0,Réfection de trottoir et de la chaussée au niveau du passage piétons rue d'Aix,2021-11-05,2,CP002193,75010,,2021-12-17,11,2021-11-15,2.0,rue du Faubourg du Temple,RESTREINTE,2021-11-05,STV,Entre rue d'Aix et rue Bichat,"Neutralisation du couloir Bus
Barrage rue d'Aix entre rue Jacques Louvel-Tessier et rue du Faubourg St Honoré, en journée du 15/11 au 19/11",48.8696278026,2.36971776598,Polygon,"[[[2.369993465832725, 48.86975376544269], [2.3700414192440062, 48.869765916088404], [2.370076633577173, 48.86973674969767], [2.369986905463006, 48.86969979935857], [2.369974127965733, 48.86966324322527], [2.369457862329833, 48.86950347668363], [2.369435857063369, 48.869533497610945], [2.369373296346729, 48.86953634447937], [2.369394533566571, 48.869569769687715], [2.370039048812882, 48.86976352396202], [2.369993465832725, 48.86975376544269]]]",Feature
458502 / 458514,ENTRETIEN_RESEAU,2.0,Remplacement de conduite,2021-11-29,2,CP002202,75014,,2022-06-24,12,2021-12-06,1.0,Rue Gazan,RESTREINTE,2021-11-29,Eau de Paris,En vis-à-vis du 33 au 43,"Neutralisation de la voie de BUS
Réouverture de rue de la Cité Universitaire depuis rue Liard vers Bd Jourdan à la circulation générale",48.8219513387,2.34082124964,MultiPolygon,"[[[[2.340656876947292, 48.82228231455735], [2.340734850110943, 48.82227590378145], [2.340983722766834, 48.821667048009274], [2.340883650543126, 48.821650391246074], [2.340656876947292, 48.82228231455735]]], [[[2.340656125873879, 48.8222844077699], [2.340656876947292, 48.82228231455735], [2.34065346558425, 48.822282595241], [2.340656125873879, 48.8222844077699]]]]",Feature
426349,REHABILITATION_IMMEUBLE,3.0,,2021-06-23,2,CP002040,75008,,2022-02-28,9,2021-06-22,2.0,57 rue de Ponthieu,RESTREINTE,2021-06-23,SCI 74 CHAMPS ELYSEES,,Maintien d'une file de circulation,48.8720213137,2.30531257319,Polygon,"[[[2.305111691711301, 48.872075843470256], [2.305123764944843, 48.872090190631106], [2.3052541909453392, 48.87204764074062], [2.305269074020214, 48.87206771502464], [2.30546681585482, 48.87200842309781], [2.305469602510664, 48.871961800228114], [2.305462578631118, 48.87194748239931], [2.305098157127807, 48.872062915981154], [2.305111691711301, 48.872075843470256]]]",Feature
,CREATION_RESEAUX,2.0,"Installation d'une base vie, pour les travaux Eole .",2018-10-29,2,CP000938,75008,,2022-12-31,9,2019-01-08,1.0,avenue Friedland,RESTREINTE,2018-12-28,SNCF,En vis à vis du n°15 au n° 19,Report de la circulation générale dans la contre-allée. Mise à sens unique de la rue Beaujon depuis la rue Balzac vers et jusqu'à l'avenue Friedland.,48.8745467502,2.30265030446,Polygon,"[[[2.302276241512825, 48.87455169151426], [2.302805759292827, 48.87461198924992], [2.303134645957697, 48.87456474363321], [2.302375006497757, 48.87446906007543], [2.302276241512825, 48.87455169151426]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Base vie,2016-12-22,2,CP000116,75013,,2024-06-28,14,2016-09-16,2.0,F41 - 43 bd Vincent Auriol sous le viaduc RATP,RESTREINTE,2021-03-01,SNCF,,"Maintien de 4,93m de circulation piste cyclable incluse. La base vie sera en place du 23/09/16 au 31/12/2020 condamnant la voie de retournement.",48.83578081,2.37036989601,Polygon,"[[[2.369993722302624, 48.83566249101574], [2.370451457082264, 48.83585917228909], [2.3707002434498192, 48.83596008805611], [2.370753183197598, 48.83590444668051], [2.370055730223922, 48.83560213824699], [2.369993722302624, 48.83566249101574]]]",Feature
313692,ENTRETIEN_RESEAU,2.0,Renouvellement du réseau.,2021-07-09,2,CP002090,75019,,2021-12-17,10,2021-01-25,2.0,139 av Jean Jaurès,RESTREINTE,2021-07-09,Eau de Paris,entre les rues de l'Ourcq et de Lorraine.,"Lors des livraisons, la circulation générale est déviée dans la voie bus.",48.8864642806,2.38392981651,Polygon,"[[[2.384023720092865, 48.88653323439013], [2.384067267438034, 48.88645414613689], [2.383839092735429, 48.886395865073816], [2.383789381139814, 48.886473108488545], [2.384023720092865, 48.88653323439013]]]",Feature
,REFECTION_CHAUSSEE,1.0,Mise en conformité du quai bus.,2021-10-29,2,CP002184,75008,"http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR SD PMR 2, PrÃ©sident Wilson.pdf",2021-12-17,9,2021-11-29,2.0,2 av du Président Wilson,RESTREINTE,2021-10-29,SD,à l'angle de la place de l'Alma,Neutralisation d'une file de circulation.,48.8649023623,2.30083659118,Polygon,"[[[2.300986534317679, 48.86483852218361], [2.300905470569017, 48.86483209949611], [2.300669600384455, 48.864938990556816], [2.300717664361908, 48.86498567242995], [2.300998693219988, 48.86487309584073], [2.300986534317679, 48.86483852218361]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,cantonnement,2021-05-21,2,CP001999,75006,,2022-09-30,12,2021-06-14,2.0,rue de Sèvres,RESTREINTE,2021-05-21,DUMEZ,en vis à vis du n°33,modification des files de circulation au droit de l'emprise. Livraison et installation des bungalows les nuits du 22/06 au 24/06 de 22h à 6h avec fermeture de la voie dans le sens bd Raspail vers et jusqu'à la rue Velpeau.,48.8510169692,2.32585466737,Polygon,"[[[2.32567501181108, 48.850976338280596], [2.325994893772153, 48.85111139587731], [2.32601981140593, 48.85108060191929], [2.326012297730867, 48.85104819709105], [2.325726152197782, 48.850925227267865], [2.32567501181108, 48.850976338280596]]]",Feature
421295 & 433357,EVENEMENTIEL,3.0,Empaquetage de l'Arc de Triomphe,2021-07-13,2,CP002095,75016,,2021-11-10,13,2021-07-19,2.0,Place Charles de Gaulle,RESTREINTE,2021-07-13,ADT Wrapped Cie,face à l'av des Champs Elysées.,Neutralisation d'une file du 19/07 au 11/09 puis du 04/10 au 10/11.,48.8735896855,2.29560594611,Polygon,"[[[2.295649975283097, 48.873812569339286], [2.295739113834771, 48.87381054417503], [2.295744708208801, 48.87368275980028], [2.295703214646329, 48.87360070515107], [2.295615658786279, 48.87348259997658], [2.295488816868148, 48.87340516832963], [2.295333632542411, 48.873419608467906], [2.295506876155879, 48.87350496229256], [2.295606269572903, 48.87360526096658], [2.295639928381624, 48.87369492025764], [2.295649975283097, 48.873812569339286]]]",Feature
,TRAVAUX_PARC_STATIONNEMENT,2.0,Rénovation du parc  Haussmann/Berri,2019-06-20,2,CP001402,75008,,2021-09-30,9,2019-07-15,2.0,boulevard Haussmann,RESTREINTE,2021-02-24,SAEMES,n°157,maintien d'une file de circulation au droit de l'emprise.,48.8749776273,2.30979093959,Polygon,"[[[2.310102624795797, 48.874977290030614], [2.310099054372, 48.87493969231696], [2.309484875812593, 48.874920046548155], [2.309479526725192, 48.87501664261966], [2.310105947731567, 48.8750336753332], [2.310102624795797, 48.874977290030614]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,Pérennisation de la piste cyclable,2021-11-04,1,CP002187,75020,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Gambetta Est A3.pdf,2022-04-15,10,2022-01-10,1.0,avenue Gambetta,RESTREINTE,2021-11-04,Mission Vélo,"depuis rue de la Chine vers Carrefour Saint Fargeau ( Hors carrefour)
Travaux en 2 phases","Maintien de la circulation BUS, riverains et services depuis St Fargeau vers rue de La Chine.",48.8689576494,2.40203811322,MultiPolygon,"[[[[2.399944639171664, 48.86657952257625], [2.402090933734171, 48.869058246793216], [2.402436288478309, 48.86946813169309], [2.404276564378603, 48.87156643822498], [2.404276625800568, 48.871561067705954], [2.404285379864142, 48.87150740662237], [2.401553362615851, 48.86837350220553], [2.399995238846312, 48.866534347950484], [2.399944639171664, 48.86657952257625]]], [[[2.399929438723333, 48.86659309383259], [2.399944639171664, 48.86657952257625], [2.399937826633847, 48.86657165428082], [2.399929438723333, 48.86659309383259]]]]",Feature
,RACCORDEMENT_RESEAU,2.0,"Raccordement du 37 rue La Boétie
Phase 1",2021-11-04,1,CP002191,75008,,2022-01-26,9,2022-01-03,1.0,Rue de Miromenil,RESTREINTE,2021-11-04,Climespace,du 51 jusqu'à angle La Boétie,Maintien de 3.50m,48.874376561,2.31583682889,MultiPolygon,"[[[[2.315778311015516, 48.87488180814612], [2.315814334653286, 48.87488558352703], [2.3158997291855012, 48.87395946250807], [2.315824480866068, 48.87392095975883], [2.315805867718627, 48.873964874294494], [2.315846942206688, 48.87399604277621], [2.315778311015516, 48.87488180814612]]], [[[2.31577974882267, 48.87477235950922], [2.315778311015516, 48.87488180814612], [2.315810516667956, 48.87443485387205], [2.315793842114676, 48.87466060264504], [2.31577974882267, 48.87477235950922]]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Dépose puis reconstruction des ponts,2020-06-24,2,CP001652,75018,,2024-03-31,9,2020-02-21,1.0,Porte de la Chapelle,RESTREINTE,2021-06-21,SNCF,,"Circulation modifiée selon les phases. Du 06 au 12/08/21, fermeture totale du carrefour.",48.8989917467,2.35953040402,Polygon,"[[[2.3585578081465233, 48.89985131251321], [2.35973091104885, 48.89984147843579], [2.361085240371426, 48.89833962695765], [2.358593153364847, 48.89830482413131], [2.3585578081465233, 48.89985131251321]]]",Feature
293255,TRAVAUX_OUVRAGE,2.0,Réhabilitation local technique.,2020-11-13,2,CP001797,75016,,2021-11-30,13,2020-11-23,2.0,Rues Pierre Guérin / Jean de la Fontaine,RESTREINTE,2020-11-13,RATP,,Maintien d'une file de circulation minimum.,48.8489089114,2.26638165709,Polygon,"[[[2.266386436195289, 48.84881488896209], [2.266194015369641, 48.848908892437336], [2.266263280099233, 48.84898308413215], [2.2664648750784, 48.84900573598978], [2.266520378397765, 48.8489049443749], [2.266505543491631, 48.84880610124515], [2.266386436195289, 48.84881488896209]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Prolongement du RER E - Puits Pasquier,2017-10-19,2,CP000442,75008,,2021-12-31,9,2017-07-01,2.0,Bd Haussmann,RESTREINTE,2021-09-27,EOLE,entre rue de l'Arcade et rue d'Anjou,Neutralisation du couloir bus. Maintien des cheminements piétons et d'une file sur la rue Pasquier. Rue Pasquier fermée du 24/07/17 au 25/10/17,48.8742994452,2.32357514907,Polygon,"[[[2.322881182230636, 48.87440292430693], [2.322884693425122, 48.874445889427435], [2.323842634728677, 48.874314415789115], [2.3238628385118822, 48.874325266224574], [2.3238573767859663, 48.87443259851544], [2.323889926984341, 48.874432782368594], [2.323899841312721, 48.87429595080958], [2.3239015435285912, 48.87426848380335], [2.323991265297691, 48.87425288605297], [2.324472389936637, 48.87417776342435], [2.32445942094506, 48.87413269627761], [2.3228778817544082, 48.8743438559033], [2.322881182230636, 48.87440292430693]]]",Feature
,CREATION_RESEAUX,2.0,Construction d'une liaison souterraine Gambetta-Vincennes,2021-07-15,2,CP002098,75020,,2021-10-01,10,2021-07-12,1.0,rue pelleport /rue de Bagnolet,SENS_UNIQUE,2021-07-15,RTE,,de la rue de Bagnolet avec maintien du sens place de la pte de Bagnolet vers et jusqu'à la place ST Blaise.,48.8620743961,2.406090224,MultiPolygon,"[[[[2.4060363947501973, 48.86242559059195], [2.40607491824716, 48.862440635307266], [2.4063729268071983, 48.86230410181378], [2.405940231844858, 48.86185413013298], [2.405928882734707, 48.86183741798032], [2.405921816343173, 48.8618245331021], [2.405924196457704, 48.86180550854241], [2.405852377543216, 48.86171520699557], [2.405793559894211, 48.861749655659544], [2.40604073947185, 48.86202214764426], [2.406307320211541, 48.86230139671019], [2.406228237523394, 48.86234193250894], [2.406216572278535, 48.86235282051881], [2.406189734287952, 48.86236601200286], [2.4060363947501973, 48.86242559059195]]], [[[2.406036138720983, 48.86242569004751], [2.4060363947501973, 48.86242559059195], [2.406035423118131, 48.862425210744185], [2.406036138720983, 48.86242569004751]]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renforcement du réseau.,2021-10-26,2,CP002175,75010,,2022-01-28,11,2021-11-08,1.0,149 - 171 rue La Fayette,RESTREINTE,2021-10-26,RATP HTA,,Maintien d 'une file de circulation sauf du 16 au 22/11 fermeture de la rue La Fayette entre Dunkerque et St Quentin et maintien d'une file sur Fbg St Denis.,48.8795691039,2.35782831212,Polygon,"[[[2.359277674390594, 48.87998415930794], [2.359306917682843, 48.87992258299905], [2.3564467391793302, 48.87916720233565], [2.356400823142418, 48.87923358073996], [2.359277674390594, 48.87998415930794]]]",Feature
423774,REHABILITATION_IMMEUBLE,3.0,,2021-07-30,2,CP002113,75007,,2022-12-31,12,2021-07-12,2.0,40 rue des Sts-Pères,RESTREINTE,2021-07-30,SAS 40 rue des Sts Pères,juste avant le bd St Germain,Maintien d'une file de circulation.,48.8547892934,2.33058309374,Polygon,"[[[2.3305087410876553, 48.85470384122318], [2.330597271667161, 48.8548958307216], [2.33065580837902, 48.85488368952832], [2.330574247997891, 48.85468380316092], [2.3305087410876553, 48.85470384122318]]]",Feature
,REFECTION_CHAUSSEE,1.0,Reprise du pavage,2021-09-10,2,CP002144,75008,,2021-10-15,9,2021-10-04,2.0,Avenue des Champs Elysées,RESTREINTE,2021-09-10,STV,angle av Franklin Roosevelt,Maintien d'une file sur av Franklin Roosevelt et deux files sur av des Champs Elysées et maintien de la piste cyclable.,48.8687819377,2.31026219686,Polygon,"[[[2.310180594033456, 48.8687194913563], [2.310207840946837, 48.86884100424727], [2.310390655962138, 48.86879089753533], [2.310374709776379, 48.86876938954885], [2.3102899989736763, 48.86876533283607], [2.310243444194642, 48.86874007894558], [2.310236450933727, 48.86872338276821], [2.310180594033456, 48.8687194913563]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement câbles pour les lignes 11 et 14,2021-06-22,2,CP002038,75012,,2021-10-22,14,2021-07-19,1.0,Quai de la rapée,RESTREINTE,2021-06-22,RATP HTA,du 98 au 100b Quai de la rapée,Circulation restreinte lors de l'arrêt ponctuel du camion.,48.8461681813,2.36735098667,Polygon,"[[[2.367673579720248, 48.845964265774285], [2.367679031042599, 48.845960725033365], [2.367628558967701, 48.84596045825977], [2.367568813656427, 48.845981558864494], [2.36752520572705, 48.84600988295981], [2.367039341488475, 48.846384472739786], [2.367073387510651, 48.846401309871204], [2.367573860737921, 48.846011330022414], [2.3676243472989302, 48.84601040704433], [2.367673579720248, 48.845964265774285]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2020-07-07,2,CP001670,75001,,2024-06-30,11,2020-06-29,2.0,place du Palais Royal,RESTREINTE,2020-07-07,LOUVRE-SAINT HONORE,n°2,Maintien d'une file de circulation .Lors des livraisons cette voie pourra être fermée.,48.862402953,2.33722319986,Polygon,"[[[2.337232888790253, 48.86225759717169], [2.337069926441364, 48.86231023365322], [2.337195298961625, 48.86251913700109], [2.337272622259834, 48.86253622203806], [2.33737576324122, 48.86250823886393], [2.337232888790253, 48.86225759717169]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-06-30,2,CP002050,75008,,2021-11-26,9,2021-09-27,1.0,rue du faubourg Saint Honoré,SENS_UNIQUE,2021-11-04,CPCU,n°240,depuis l'Avenue Hoche vers et jusqu'à la rue de Balzac.,48.8764209134,2.30206598565,Polygon,"[[[2.302155873933617, 48.87635622656663], [2.301922710964946, 48.87647289019288], [2.301957850847327, 48.87648880027636], [2.301970945203084, 48.8764807861692], [2.302117588483733, 48.87641358721266], [2.302129738413027, 48.87642222425673], [2.302157350324975, 48.876407632451176], [2.3021604086950083, 48.87639480051093], [2.302191634380856, 48.876379754012774], [2.302155873933617, 48.87635622656663]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement du réseau Gaz,2021-06-11,3,CP002021,75015,,2021-09-09,13,2021-08-25,2.0,Rue de La croix Nivert,RESTREINTE,2021-10-05,GRDF,Au N°148,"Traversée de chaussée en 3 phases, avec maintien d'une voie de 3,00m dans chaque sens pour chaque phase de travaux.",48.8410738633,2.29159354196,MultiPolygon,"[[[[2.29151113898382, 48.841087452407784], [2.291592971736566, 48.841128130772134], [2.291677327003443, 48.84106130887654], [2.291591375800169, 48.84101939472699], [2.29151113898382, 48.841087452407784]]], [[[2.291592971736566, 48.841128130772134], [2.291592050287186, 48.84112886010034], [2.29159349956246, 48.84112839291638], [2.291592971736566, 48.841128130772134]]]]",Feature
